id	parentSeq	childSeq	strand	pStart	pEnd	cStart	cEnd	method
554	3352	5541	0	216	1615	1	1043	Blitz
555	3352	5547	0	216	1615	1	1043	Blitz
556	3352	5539	0	216	1615	1	1043	Blitz
557	3352	5548	0	1	1615	1	1121	Blitz
558	2332	5550	1	9167	9687	1	539	Blitz
559	2332	5549	1	9167	9807	1	687	Blitz
560	845	5553	1	880	3085	12	1561	Blitz
561	845	5554	1	1145	3688	179	1587	Blitz
562	845	5552	1	880	3688	12	1695	Blitz
563	4162	5552	1	15532	16957	281	1516	Blitz
564	845	5551	1	1122	3688	240	1680	Blitz
565	4162	5551	1	15753	16957	406	1501	Blitz
566	693	5555	1	29888	34610	1	1438	Blitz
567	2236	5556	0	9891	11401	2	1019	Blitz
568	3475	5557	1	18023	18792	6	775	Blitz
569	1943	5559	1	6880	8909	1	1865	Blitz
570	3336	5559	0	5705	7139	430	1864	Blitz
571	1943	5560	1	6880	8909	1	1797	Blitz
572	3336	5560	0	5705	7139	362	1796	Blitz
573	1943	5558	1	6880	8909	1	1836	Blitz
574	3336	5558	0	5705	7139	401	1835	Blitz
575	4545	5562	1	7355	8580	136	962	Blitz
576	4545	5561	1	7355	8580	136	1020	Blitz
577	693	5563	1	25779	27097	21	678	Blitz
578	693	5564	1	25946	27728	130	1040	Blitz
579	693	5566	1	25779	27728	21	1098	Blitz
580	693	5565	1	25779	27097	21	678	Blitz
581	2930	5567	0	6462	7001	106	668	Blitz
582	4060	5569	1	1	2835	95	1161	Blitz
583	4375	5571	0	4449	7805	1	2912	Blitz
584	4375	5570	0	4449	7805	1	2931	Blitz
585	3730	5572	0	7817	9271	1	1455	Blitz
586	3730	5573	0	7817	9590	1	1774	Blitz
587	1290	5576	1	11609	12649	1	602	Blitz
588	1290	5577	1	11609	12490	1	497	Blitz
589	1290	5574	1	11609	12649	1	785	Blitz
590	1290	5578	1	11609	12490	1	598	Blitz
591	1290	5575	1	11609	12649	1	684	Blitz
592	1290	5579	1	11609	12649	1	646	Blitz
593	113	5582	1	26	2499	115	2235	Blitz
594	113	5585	1	26	2499	115	2319	Blitz
595	113	5588	1	26	2838	115	2325	Blitz
596	113	5599	1	26	2499	115	2161	Blitz
597	113	5581	1	26	2838	115	2419	Blitz
598	113	5589	1	26	2838	115	2329	Blitz
599	113	5583	1	26	2838	115	2503	Blitz
600	113	5586	1	26	2838	115	2345	Blitz
601	113	5598	1	26	2499	115	2245	Blitz
602	113	5596	1	26	2499	115	2225	Blitz
603	113	5584	1	26	2838	115	2409	Blitz
604	113	5592	1	26	2838	115	2251	Blitz
605	113	5580	1	26	2838	115	2429	Blitz
606	113	5591	1	26	2838	115	2335	Blitz
607	113	5594	1	26	2838	115	2413	Blitz
608	113	5593	1	26	2838	115	2251	Blitz
609	113	5590	1	26	2838	115	2403	Blitz
610	113	5597	1	26	2838	115	2335	Blitz
611	113	5595	1	26	2838	115	2503	Blitz
612	113	5600	1	26	2838	115	2403	Blitz
613	113	5587	1	26	2838	115	2429	Blitz
614	113	5602	1	26	2838	115	2413	Blitz
615	113	5605	1	26	2838	115	2325	Blitz
616	113	5606	1	26	2838	115	2329	Blitz
617	113	5604	1	26	2838	115	2409	Blitz
618	113	5601	1	26	2838	115	2419	Blitz
619	113	5603	1	26	2838	115	2345	Blitz
620	680	5607	1	3394	7198	1	2914	Blitz
621	680	5610	1	3445	7198	248	3092	Blitz
622	680	5608	1	3394	7198	1	2896	Blitz
623	680	5609	1	3445	7198	248	3110	Blitz
624	3137	5613	1	3975	5203	395	1274	Blitz
625	3137	5611	1	3975	5203	528	1407	Blitz
626	3137	5614	1	3975	5203	494	1373	Blitz
627	3137	5612	1	1863	5203	1	1945	Blitz
628	3305	5615	1	4696	5913	1	938	Blitz
629	2640	5616	1	2544	3252	1	708	Blitz
630	4504	5617	1	3834	8123	25	1933	Blitz
631	4752	5618	0	6067	8566	1	1321	Blitz
632	3758	5621	1	10952	13959	43	880	Blitz
633	3758	5620	1	10952	13998	43	919	Blitz
634	3758	5622	1	11926	13322	1	622	Blitz
635	3758	5619	1	10952	12832	43	744	Blitz
636	3758	5626	1	10952	13827	43	750	Blitz
637	3758	5624	1	10952	13959	43	936	Blitz
638	3758	5628	1	10952	13959	43	909	Blitz
639	3758	5623	1	10952	13976	43	871	Blitz
640	3758	5625	1	10952	13976	43	900	Blitz
641	3758	5631	1	10952	13827	43	779	Blitz
642	3758	5632	1	10952	13827	43	806	Blitz
643	3758	5627	1	10952	13976	43	927	Blitz
644	3758	5629	1	10952	13976	43	900	Blitz
645	3758	5635	1	11926	12445	1	521	Blitz
646	3758	5630	1	10952	13976	43	927	Blitz
647	3758	5634	1	10952	13976	43	871	Blitz
648	3758	5633	1	10952	12832	43	674	Blitz
649	4511	5636	0	3155	6169	1	2122	Blitz
650	2270	5642	0	9844	10676	5	665	Blitz
651	4063	5642	1	16175	16995	22	665	Blitz
652	717	5637	1	2123	5295	155	1755	Blitz
653	2270	5643	0	2637	4373	98	733	Blitz
654	2270	5638	0	2637	9830	1	1042	Blitz
655	4063	5639	1	16175	17491	22	1293	Blitz
656	2270	5639	0	9189	10676	5	1293	Blitz
657	2270	5653	0	9189	9881	1	693	Blitz
658	2270	5640	0	3204	9881	1	1023	Blitz
659	2270	5646	0	2637	9830	1	1075	Blitz
660	4063	5644	1	16175	19847	22	1240	Blitz
661	2270	5644	0	3209	10676	5	1231	Blitz
662	4063	5657	1	16175	17492	22	1285	Blitz
663	2270	5657	0	9189	10676	5	1284	Blitz
664	2270	5647	0	2637	10676	5	1684	Blitz
665	4063	5647	1	16175	19839	22	1232	Blitz
666	2270	5650	0	3209	9881	1	1018	Blitz
667	2270	5648	0	2637	9881	1	1504	Blitz
668	2270	5645	0	2637	10222	261	1609	Blitz
669	2270	5649	0	2637	10676	5	1717	Blitz
670	4063	5649	1	16175	19847	22	1240	Blitz
671	2270	5641	0	2637	10676	5	2095	Blitz
672	4063	5652	1	16175	19852	22	1623	Blitz
673	2270	5652	0	3204	10676	5	1614	Blitz
674	4063	5654	1	16175	19852	22	1245	Blitz
675	2270	5654	0	3204	10676	5	1236	Blitz
676	2270	5655	0	2637	10676	5	2062	Blitz
677	2270	5656	0	2637	9881	1	1471	Blitz
678	2270	5658	0	2637	10222	261	1576	Blitz
679	4063	5651	1	16175	19847	22	1618	Blitz
680	693	5659	0	26800	28980	1	529	Blitz
681	1719	5568	0	2712	3832	4	1112	Blitz
682	814	5660	0	3242	4112	1	871	Blitz
683	814	5661	0	3242	5385	71	2208	Blitz
684	2695	5662	0	6891	7396	33	549	Blitz
685	2695	5663	0	6891	8958	14	1010	Blitz
686	2695	5664	0	6891	13294	1	2302	Blitz
687	4217	5666	1	2408	4691	151	1197	Blitz
688	4217	5665	1	3138	4691	83	1633	Blitz
689	4932	5667	1	1208	2412	4	501	Blitz
690	4386	5669	1	10963	12859	1	1387	Blitz
691	4386	5668	1	10243	12810	13	1995	Blitz
692	2761	5670	0	13507	17339	1	1886	Blitz
693	3974	5671	0	1417	2094	170	847	Blitz
694	3974	5672	1	8138	8648	1	511	Blitz
695	3755	5676	1	922	1967	1	1046	Blitz
696	3755	5679	1	1005	1967	10	972	Blitz
697	3755	5677	1	1005	2068	10	1073	Blitz
698	3755	5680	1	922	2068	1	1147	Blitz
699	3755	5681	1	942	2068	1	1127	Blitz
700	3755	5682	1	942	1967	1	1026	Blitz
701	3755	5678	1	631	2068	415	1852	Blitz
702	3755	5675	1	631	2068	811	2248	Blitz
703	3755	5674	1	631	2068	829	2266	Blitz
704	3755	5673	1	631	2068	881	2318	Blitz
705	3893	5693	1	53136	53671	26	560	Blitz
706	1544	5690	0	9804	10321	1	518	Blitz
707	1544	5689	0	9804	10321	1	518	Blitz
708	3893	5683	1	53136	53684	51	598	Blitz
709	3893	5689	1	53136	53607	51	520	Blitz
710	3893	5691	1	53136	53671	51	585	Blitz
711	3893	5696	1	53136	53684	26	573	Blitz
712	4083	5684	1	11762	12485	81	849	Blitz
713	1544	5686	0	9804	10373	6	575	Blitz
714	3893	5686	1	53029	53607	1	577	Blitz
715	3893	5695	1	53029	53572	1	544	Blitz
716	4361	5695	1	6042	6586	1	544	Blitz
717	3893	5688	1	53029	53607	1	577	Blitz
718	4361	5688	1	6042	6621	1	577	Blitz
719	1544	5685	0	9396	10321	1	925	Blitz
720	4083	5692	1	9624	10601	1	969	Blitz
721	1544	5692	0	9396	10295	2	900	Blitz
722	3893	5687	1	53029	53684	1	655	Blitz
723	3866	5697	1	13531	16098	47	671	Blitz
724	3915	5698	1	7807	8235	181	562	Blitz
725	3683	5694	0	3550	11075	25	557	Blitz
726	3915	5699	1	7807	8235	181	609	Blitz
727	2000	5704	0	133	632	29	529	Blitz
728	2000	5702	0	133	848	29	745	Blitz
729	3026	5708	0	2173	2757	12	595	Blitz
730	3026	5709	0	2173	2757	12	610	Blitz
731	3061	5711	0	6934	8570	37	1362	Blitz
732	312	5712	1	7829	9492	37	1105	Blitz
733	59	5703	1	3990	10465	41	658	Blitz
734	3336	5714	0	5644	6457	1	814	Blitz
735	1943	5714	1	8156	8969	1	814	Blitz
736	3358	5715	0	2131	3538	4	1103	Blitz
737	2324	5716	0	4096	5266	1	836	Blitz
738	4320	5717	1	1333	4105	1	508	Blitz
739	4571	5721	1	14193	15375	1	488	Blitz
740	4412	5719	1	14198	14966	28	796	Blitz
741	3319	5718	1	7459	8017	130	688	Blitz
742	563	5720	0	84	4887	45	1509	Blitz
743	4142	5722	0	3159	6836	1	1573	Blitz
744	643	5705	0	20	611	5	592	Blitz
745	3702	5713	0	13875	14278	26	427	Blitz
746	4798	5723	1	6876	8412	1	1150	Blitz
747	1572	5700	0	8247	8810	1	564	Blitz
748	1867	5724	1	810	1232	120	542	Blitz
749	3395	5725	1	2292	3093	1	802	Blitz
750	3287	5726	1	1894	2808	1	916	Blitz
751	1637	5727	1	2320	3173	1	580	Blitz
752	2039	5728	1	4814	5524	8	718	Blitz
753	3414	5729	0	11729	12246	111	643	Blitz
754	3784	5730	1	2452	3307	1	856	Blitz
755	719	5731	1	14630	15404	1	776	Blitz
756	2415	5733	1	5263	5961	74	706	Blitz
757	2716	5732	0	1043	1607	22	586	Blitz
758	2850	5734	0	4135	5765	1	893	Blitz
759	3738	5735	0	3209	3759	49	490	Blitz
760	4043	5736	0	514	1413	1	660	Blitz
761	3756	5737	0	23816	24411	1	511	Blitz
762	1561	5738	0	8929	9577	289	874	Blitz
763	961	5739	1	1789	2607	24	792	Blitz
764	3474	5741	1	2230	4550	22	668	Blitz
765	459	5740	1	318	895	1	577	Blitz
766	654	5740	0	1334	1911	1	577	Blitz
767	2175	5743	0	875	1531	1	576	Blitz
768	1995	5706	0	4647	5305	152	689	Blitz
769	1662	5744	0	3012	3543	1	532	Blitz
770	1662	5744	0	1320	1830	1	511	Blitz
771	3520	5745	1	320	939	1	496	Blitz
772	4060	5746	0	5134	7630	1	1329	Blitz
773	1021	5747	1	21184	21634	1	454	Blitz
774	2850	5742	1	591	1247	1	657	Blitz
775	3463	5748	0	11165	11683	1	519	Blitz
776	4616	5749	0	30231	31044	37	850	Blitz
777	2347	5750	1	2347	2883	1	544	Blitz
778	2904	5751	1	6876	7459	9	591	Blitz
779	2415	5752	0	10137	10970	1	535	Blitz
780	3815	5753	1	24493	26476	1	717	Blitz
781	2840	5754	0	6012	6546	3	537	Blitz
782	2270	5755	0	4834	5927	1	984	Blitz
783	310	5756	0	3818	5444	12	945	Blitz
784	4947	5757	0	2138	4676	1	1070	Blitz
785	4955	5758	1	2231	2918	1	688	Blitz
786	3939	5760	1	1174	1762	1	589	Blitz
787	4297	5761	1	77	1242	1	533	Blitz
788	2643	5762	0	4365	4827	25	486	Blitz
789	2467	5759	1	1782	2728	24	970	Blitz
790	1434	5763	1	6991	7968	23	696	Blitz
791	4918	5764	1	1	422	146	567	Blitz
792	1175	5765	0	3439	4362	1	606	Blitz
793	1572	5707	0	8175	8810	1	636	Blitz
794	4412	5767	1	10302	10947	1	517	Blitz
795	2893	5768	0	5494	6229	1	520	Blitz
796	4349	5769	0	24775	25356	304	803	Blitz
797	3629	5770	0	1945	4331	1	659	Blitz
798	3191	5771	1	2169	3161	4	949	Blitz
799	2366	5772	0	7762	8266	1	505	Blitz
800	2926	5773	0	3952	6175	1	596	Blitz
801	1657	5774	1	12821	13349	1	529	Blitz
802	3942	5774	0	9194	9722	1	529	Blitz
803	83	5775	1	13356	14700	1	1345	Blitz
804	2383	5776	1	13323	13929	149	755	Blitz
805	2478	5777	0	49385	49911	1	527	Blitz
806	2602	5778	1	17	514	228	638	Blitz
807	1343	5766	1	225	736	1	512	Blitz
808	4535	5701	0	7975	26042	76	794	Blitz
809	1068	5779	1	15569	17452	1	563	Blitz
810	3784	5780	1	2648	3456	1	818	Blitz
811	2195	5782	0	18306	19392	1	1087	Blitz
812	3167	5784	0	12634	13426	1	793	Blitz
813	83	5781	1	14695	15443	1	749	Blitz
814	2930	5783	1	2397	2822	79	542	Blitz
815	766	5785	1	7731	8259	1	529	Blitz
816	1175	5786	1	1800	3461	1	534	Blitz
817	83	5787	1	16464	16906	121	563	Blitz
818	83	5788	0	9048	9574	33	559	Blitz
819	4953	5789	1	3694	4341	6	653	Blitz
820	893	5791	0	488	2313	1	495	Blitz
821	4562	5790	1	2619	3192	1	574	Blitz
822	3866	5793	1	345	1149	1	515	Blitz
823	4412	5792	1	11540	12331	1	572	Blitz
824	3779	5794	0	2027	2584	211	768	Blitz
825	890	5795	1	661	1253	1	593	Blitz
826	800	5796	0	2157	2810	1	587	Blitz
827	3530	5800	0	4986	6162	22	551	Blitz
828	1634	5799	1	2769	3279	1	511	Blitz
829	1911	5801	1	10289	10859	1	571	Blitz
830	1469	5797	1	2264	2788	1	525	Blitz
831	3773	5798	0	13745	14333	23	611	Blitz
832	3264	5710	0	853	1726	1	841	Blitz
833	4677	5390	1	19448	21741	6	2300	Blitz
834	4677	5389	1	19448	21741	6	2194	Blitz
835	113	5802	1	26	537	115	526	Blitz
836	2210	5803	1	1273	1858	1	589	Blitz
837	2695	5804	1	13205	14240	1	592	Blitz
838	4105	5805	0	8973	9800	104	860	Blitz
839	3784	5807	0	2448	3445	1	998	Blitz
840	4798	5808	1	7116	8499	1	997	Blitz
841	3414	5809	1	11441	12400	1	886	Blitz
842	1640	5810	1	12199	12587	206	594	Blitz
843	2695	5811	1	13831	14228	36	433	Blitz
844	3287	5812	0	1945	2808	1	864	Blitz
845	4562	5813	0	2618	3220	1	604	Blitz
846	3463	5814	1	10994	11682	1	692	Blitz
847	1804	5815	1	7877	8426	122	558	Blitz
848	4158	5816	1	4299	4794	1	539	Blitz
849	2840	5817	0	6591	7394	1	814	Blitz
850	4615	5818	0	4285	4615	214	554	Blitz
851	2893	5820	1	4339	6403	1	669	Blitz
852	2893	5819	1	4339	6403	1	785	Blitz
853	1943	5822	0	9041	9687	1	647	Blitz
854	4812	5821	1	3734	4429	1	696	Blitz
855	3922	5823	0	1234	1757	1	524	Blitz
856	3533	5824	0	1609	2663	1	700	Blitz
857	1205	5825	1	1675	4342	1	649	Blitz
858	3491	5826	0	81	1356	1	789	Blitz
859	3324	5827	0	7026	8036	1	767	Blitz
860	2584	5828	1	4643	6336	21	874	Blitz
861	3869	5829	1	5493	6359	1	867	Blitz
862	3144	5830	0	14244	15061	2	419	Blitz
863	3305	5832	1	3598	4341	13	642	Blitz
864	4892	5833	1	1697	4493	1	1158	Blitz
865	3075	5834	1	711	1908	2	686	Blitz
866	4841	5836	0	13002	13756	1	571	Blitz
867	1041	5835	0	10860	11284	1	425	Blitz
868	763	5837	0	986	6283	1	1160	Blitz
869	2366	5838	0	4180	4874	1	529	Blitz
870	2446	5839	0	13409	14703	106	637	Blitz
871	3519	5840	1	6596	7227	63	694	Blitz
872	3866	5841	1	321	1149	75	613	Blitz
873	265	5842	1	6457	7334	1	878	Blitz
874	4167	5844	1	14231	14579	181	543	Blitz
875	4167	5843	1	14108	14579	76	547	Blitz
876	277	5845	0	4189	6335	11	574	Blitz
877	4616	5846	0	38	4135	1	1262	Blitz
878	3414	5847	0	10899	12246	102	1321	Blitz
879	83	5848	1	14677	15484	177	984	Blitz
880	83	5849	1	13340	15484	1	2145	Blitz
881	3885	5850	0	3658	4453	11	759	Blitz
882	3754	5851	1	2048	6956	1	1038	Blitz
883	4162	5852	1	6256	8861	1	1417	Blitz
884	4047	5853	1	428	1622	1	766	Blitz
885	3690	5854	0	8094	10380	1	1075	Blitz
886	19	5855	0	1587	3431	213	762	Blitz
887	19	5856	0	1587	3431	213	832	Blitz
888	2366	5858	0	2374	3094	1	643	Blitz
889	2121	5859	0	1446	6546	260	1257	Blitz
890	1370	5864	1	3141	3747	38	701	Blitz
891	4142	5860	0	3273	6927	1	1550	Blitz
892	1370	5863	1	3141	3747	38	644	Blitz
893	563	5861	0	80	4183	1	1165	Blitz
894	563	5862	0	80	4183	1	1141	Blitz
895	2210	5866	1	14442	16446	350	1049	Blitz
896	2210	5865	1	14152	16446	1	990	Blitz
897	3957	5867	1	15167	16925	1	694	Blitz
898	3533	5868	0	2168	2610	56	500	Blitz
899	2255	5869	1	760	1450	1	581	Blitz
900	3199	5870	0	2363	3928	1	1566	Blitz
901	4801	5872	0	22874	23438	1	565	Blitz
902	3072	5871	0	15643	16156	15	534	Blitz
903	4117	5873	1	18820	20101	18	484	Blitz
904	3395	5874	1	9000	9690	61	499	Blitz
905	1637	5875	1	2011	3162	1	764	Blitz
906	4386	5876	1	13129	13820	1	692	Blitz
907	974	5877	0	3710	6101	5	2379	Blitz
908	974	5878	0	3710	6101	5	2379	Blitz
909	4529	5879	1	19746	20409	1	664	Blitz
910	2415	5880	0	5263	5961	90	722	Blitz
911	550	5882	1	10637	14309	175	1727	Blitz
912	550	5881	1	10637	14309	175	1695	Blitz
913	4164	5883	1	2011	3784	1	1379	Blitz
914	3210	5884	1	7037	8081	1	923	Blitz
915	310	5885	1	303	3395	1	1169	Blitz
916	3548	5806	1	9590	10211	1	524	Blitz
917	278	5886	1	9866	10650	1	724	Blitz
918	3395	5887	0	1295	4296	1	2184	Blitz
919	3733	5889	1	19078	21183	133	888	Blitz
920	3872	5891	0	6390	7642	1	664	Blitz
921	3872	5890	0	6390	7642	1	828	Blitz
922	2979	5892	0	2419	3240	1	821	Blitz
923	256	5857	1	2122	2884	1	763	Blitz
924	4688	5894	1	1071	1670	1	600	Blitz
925	4688	5893	1	1071	4949	1	2067	Blitz
926	3167	5895	0	13392	14666	1	1177	Blitz
927	853	5896	0	4173	5680	1	880	Blitz
928	3167	5897	1	15600	18643	1	615	Blitz
929	3463	5899	0	14201	15349	1	886	Blitz
930	4981	5898	1	156	3255	1	1244	Blitz
931	2414	5900	1	2531	6931	1	808	Blitz
932	717	5901	0	5226	5735	1	510	Blitz
933	890	5903	0	1749	2195	1	447	Blitz
934	890	5902	0	1335	2195	1	861	Blitz
935	3730	5904	0	4110	4597	1	488	Blitz
936	3172	5905	0	9014	9921	1	635	Blitz
937	1034	5905	1	3410	4227	1	635	Blitz
938	3264	5831	0	853	1648	1	763	Blitz
939	1634	5908	0	6053	6548	67	561	Blitz
940	4167	5909	0	18207	19133	1	849	Blitz
941	4616	5910	0	4576	6768	236	1159	Blitz
942	3011	5911	0	6118	7148	1	935	Blitz
943	4638	5912	1	6018	7642	1	1062	Blitz
944	1867	5914	0	810	1232	1	423	Blitz
945	4779	5916	1	5158	8775	296	1256	Blitz
946	4779	5915	1	5158	8775	296	1307	Blitz
947	4162	5917	1	15398	16182	67	785	Blitz
948	845	5917	1	1084	1943	152	785	Blitz
949	2295	5888	0	730	4552	1	1136	Blitz
950	4272	5907	1	8714	9290	61	618	Blitz
951	766	5922	1	7943	9162	1	1068	Blitz
952	3563	5918	0	508	4500	1	2567	Blitz
953	1945	5913	0	16750	17283	58	558	Blitz
954	3908	5923	1	1513	2184	1	663	Blitz
955	4616	5924	0	21957	26102	1	1076	Blitz
956	4134	5920	1	1200	4145	1	1817	Blitz
957	4134	5921	1	1200	4145	1	1817	Blitz
958	3119	5919	0	5151	5683	198	744	Blitz
959	4451	5926	0	4417	5911	1	804	Blitz
960	4357	5925	1	2478	3564	1	750	Blitz
961	3800	5930	1	1	528	182	709	Blitz
962	853	5927	0	5660	6397	1	736	Blitz
963	4527	5929	0	10078	12239	1	1501	Blitz
964	4527	5928	0	10078	12090	309	1670	Blitz
965	2833	5931	1	3992	4391	109	508	Blitz
966	1478	5932	0	9734	10257	34	531	Blitz
967	3017	5934	0	17649	18240	4	751	Blitz
968	2210	5933	1	14792	15832	1	1041	Blitz
969	2966	5936	0	3943	5317	1	724	Blitz
970	3815	5935	1	23367	26433	507	1437	Blitz
971	4528	5937	1	4236	8966	1	1269	Blitz
972	4122	5938	0	1537	2948	1	1412	Blitz
973	2966	5939	0	6398	9031	1	1024	Blitz
974	3287	5940	0	2789	4164	1	1376	Blitz
975	717	5942	0	1943	2663	1	506	Blitz
976	4866	5941	1	338	7304	1	1627	Blitz
977	4536	5943	1	2962	3808	1	527	Blitz
978	4536	5944	1	2943	3808	106	614	Blitz
979	3199	5945	1	6189	10071	1	2096	Blitz
980	352	5946	1	9444	10771	1	824	Blitz
981	352	5947	1	9444	10771	1	804	Blitz
982	352	5948	1	9444	10771	1	880	Blitz
983	352	5949	1	9444	10771	1	900	Blitz
984	4752	5952	0	5989	8599	1	1430	Blitz
985	1021	5953	1	16678	17532	18	860	Blitz
986	3585	5954	0	8863	9630	1	621	Blitz
987	4823	5955	0	328	835	1	509	Blitz
988	3837	5950	0	3361	6705	1	1087	Blitz
989	3398	5950	0	1	7935	1	1049	Blitz
990	3837	5951	0	3361	6705	1	1098	Blitz
991	3360	5956	1	2236	3431	1	926	Blitz
992	684	5957	1	12296	12891	2	600	Blitz
993	182	5958	0	2766	3428	1	673	Blitz
994	4683	5959	0	5041	8925	47	1778	Blitz
995	4515	5960	1	7620	8537	1	918	Blitz
996	2488	5963	1	7965	8548	1	584	Blitz
997	2488	5961	1	9353	11494	1	1169	Blitz
998	2488	5964	1	7965	11494	1	1187	Blitz
999	2488	5962	1	9353	11477	1	1152	Blitz
1000	2488	5966	1	7965	11494	1	1116	Blitz
1001	2488	5965	1	7965	11477	1	1170	Blitz
1002	2488	5967	1	7965	11477	1	1099	Blitz
1003	2761	5968	0	12491	13501	1	1005	Blitz
1004	4862	5969	1	7072	11218	1	1489	Blitz
1005	4594	5970	0	1	2937	36	1521	Blitz
1006	3755	5971	0	941	1648	4	711	Blitz
1007	83	5977	1	7967	9972	1	2006	Blitz
1008	83	5975	1	7967	9972	1	2006	Blitz
1009	2559	5978	0	12820	16016	299	862	Blitz
1010	83	5974	1	7967	9972	1	2006	Blitz
1011	83	5976	1	7967	9972	1	2006	Blitz
1012	2394	5980	0	3659	3992	34	367	Blitz
1013	2394	5979	0	3659	4558	9	730	Blitz
1014	4122	5981	1	4397	7941	1	1460	Blitz
1015	2311	5982	0	14440	15582	56	647	Blitz
1016	1132	5983	0	4487	5865	1	1427	Blitz
1017	3572	5984	1	1655	3058	84	1487	Blitz
1018	4565	5985	1	763	1940	1	1178	Blitz
1019	4488	5986	0	11205	12600	1	674	Blitz
1020	961	5987	0	10241	10851	1	611	Blitz
1021	961	5988	0	9838	10851	1	1014	Blitz
1022	166	5990	0	9017	10359	1	721	Blitz
1023	166	5989	0	8741	10359	1	905	Blitz
1024	2204	5991	1	1889	2515	339	963	Blitz
1025	277	5992	0	378	3422	1	744	Blitz
1026	4873	5993	0	1316	1751	40	504	Blitz
1027	3914	5995	0	532	5843	1	1710	Blitz
1028	3955	5994	1	2021	6197	1	2133	Blitz
1029	3250	5996	0	945	2750	1	1769	Blitz
1030	1175	5997	0	4340	5134	1	795	Blitz
1031	3593	5999	0	24785	25935	1	1043	Blitz
1032	788	5906	1	440	1982	21	971	Blitz
1033	550	6002	0	2995	4305	1	926	Blitz
1034	2224	6001	1	25353	26430	1	1034	Blitz
1035	3393	6000	1	19670	21291	9	1450	Blitz
1036	3445	6006	0	1	641	1	391	Blitz
1037	3445	6007	0	1	641	1	379	Blitz
1038	3445	6003	0	1	641	1	634	Blitz
1039	3445	6008	0	1	641	1	648	Blitz
1040	3445	6004	0	1	641	1	646	Blitz
1041	3445	6005	0	1	641	1	660	Blitz
1042	1064	5972	0	3746	4760	1	996	Blitz
1043	123	6009	0	5563	6688	55	946	Blitz
1044	3898	6010	1	1263	2553	11	916	Blitz
1045	3898	6012	1	1263	2553	11	982	Blitz
1046	3898	6013	1	1263	2553	11	1001	Blitz
1047	3898	6011	1	1263	2553	11	897	Blitz
1048	3199	6014	0	3946	5253	1	752	Blitz
1049	83	6015	0	9924	13226	1	1827	Blitz
1050	83	6016	0	9924	11863	1	1896	Blitz
1051	3046	6018	0	2167	2975	1	717	Blitz
1052	3046	6018	0	5138	5843	71	606	Blitz
1053	3046	6017	0	5039	5971	1	762	Blitz
1054	3046	6017	0	2278	2905	129	664	Blitz
1055	3498	6020	0	3681	6067	1	1271	Blitz
1056	3498	6019	0	3681	6067	1	1291	Blitz
1057	2274	6023	0	16177	25047	30	1103	Blitz
1058	2274	6022	0	16177	25047	30	1114	Blitz
1059	2274	6024	0	16177	25047	30	1612	Blitz
1060	2274	6021	0	16177	25047	30	1623	Blitz
1061	4869	6025	0	1	2569	1	1469	Blitz
1062	1637	6026	1	1	1793	112	823	Blitz
1063	3585	6027	1	9611	14979	1	1525	Blitz
1064	1113	5973	0	5559	6163	1	604	Blitz
1065	3284	6028	0	455	1042	1	588	Blitz
1066	2042	6029	0	1	2317	1	1762	Blitz
1067	3731	6030	1	441	5920	410	2030	Blitz
1068	3974	6035	0	1417	2444	2	1029	Blitz
1069	4217	6034	1	2986	4100	2	1115	Blitz
1070	796	6036	0	3850	6336	76	1045	Blitz
1071	1347	6038	0	9566	11322	1	996	Blitz
1072	962	6037	0	13301	13774	62	496	Blitz
1073	754	5998	1	8322	8952	1	630	Blitz
1074	1819	5998	1	29054	29683	1	630	Blitz
1075	2210	6039	1	8246	9751	1	924	Blitz
1076	831	6040	0	9220	13388	636	2475	Blitz
1077	831	6041	0	9220	13388	799	2638	Blitz
1078	2977	6042	0	12334	15916	1	1186	Blitz
1079	3934	6043	1	6795	10259	307	1284	Blitz
1080	3934	6045	1	6795	10259	307	1210	Blitz
1081	3934	6046	1	6767	10259	188	1193	Blitz
1082	3934	6044	1	6767	10259	188	1119	Blitz
1083	4223	6047	0	411	4663	1	1416	Blitz
1084	4815	6033	1	16440	17341	1	590	Blitz
1085	3094	6031	0	16444	32823	1	845	Blitz
1086	3718	6048	1	1504	2641	1	541	Blitz
1087	4959	6049	1	700	3437	1	2010	Blitz
1088	4959	6050	1	700	3437	1	2019	Blitz
1089	158	6051	1	20461	21258	79	792	Blitz
1090	2210	6052	0	5	3933	1	3120	Blitz
1091	2726	6054	1	11932	13690	117	976	Blitz
1092	2726	6055	1	10885	13690	3	1081	Blitz
1093	2726	6058	1	10885	12333	3	531	Blitz
1094	4343	6053	1	1693	3822	1	1709	Blitz
1095	2726	6057	1	11932	13690	419	1278	Blitz
1096	2726	6056	1	10885	13866	3	1171	Blitz
1097	2726	6059	1	11932	13866	117	1066	Blitz
1098	3780	6061	1	21886	23547	164	631	Blitz
1099	2726	6060	1	11932	13866	419	1368	Blitz
1100	4034	6063	0	1598	3015	372	1349	Blitz
1101	4034	6064	0	1598	4412	1	1617	Blitz
1102	2035	6065	0	420	2857	19	2456	Blitz
1103	1758	6032	0	14853	15724	1	873	Blitz
1104	3671	6066	0	794	1921	676	1775	Blitz
1105	1588	6067	0	16339	18838	1	876	Blitz
1106	4585	6068	1	100	3971	1	1890	Blitz
1107	1688	6070	0	22944	24500	1	1442	Blitz
