id	parentSeq	childSeq	strand	pStart	pEnd	cStart	cEnd	method
3311	964	8239	1	1	3015	1	879	AUGUSTUS
3312	964	8240	0	4827	5607	1	219	AUGUSTUS
3313	964	8241	0	5904	10077	1	774	AUGUSTUS
3314	964	8242	0	13147	15317	1	421	AUGUSTUS
3315	965	8243	0	1	5997	1	1452	AUGUSTUS
3316	965	8244	0	7234	9757	1	618	AUGUSTUS
3317	966	8245	0	2490	5477	1	160	AUGUSTUS
3318	967	8246	1	1	2990	1	831	AUGUSTUS
3319	967	8247	0	3481	4237	1	183	AUGUSTUS
3320	967	8248	0	4890	9410	1	1174	AUGUSTUS
3321	969	8249	1	1	8734	1	788	AUGUSTUS
3322	970	8250	0	5145	14048	1	1898	AUGUSTUS
3323	971	8251	0	1	6247	1	977	AUGUSTUS
3324	971	8252	0	7028	10087	1	867	AUGUSTUS
3325	972	8253	1	326	2421	1	660	AUGUSTUS
3326	973	8254	0	959	5477	1	1172	AUGUSTUS
3327	973	8255	0	5701	8057	1	232	AUGUSTUS
3328	973	8256	1	8556	10863	1	276	AUGUSTUS
3329	974	8257	0	1	3657	1	1151	AUGUSTUS
3330	974	8258	0	3752	7242	1	1135	AUGUSTUS
3331	976	8259	1	56	3197	1	756	AUGUSTUS
3332	977	8260	0	1	2087	1	606	AUGUSTUS
3333	978	8261	0	1	2477	1	465	AUGUSTUS
3334	979	8262	0	1	1857	1	564	AUGUSTUS
3335	980	8263	1	632	4482	1	1156	AUGUSTUS
3336	982	8264	1	333	3252	1	714	AUGUSTUS
3337	982	8265	0	4109	7407	1	620	AUGUSTUS
3338	983	8266	0	1449	3547	1	325	AUGUSTUS
3339	985	8267	1	4036	8156	1	1001	AUGUSTUS
3340	986	8268	1	246	2975	1	349	AUGUSTUS
3341	987	8269	1	306	2103	1	259	AUGUSTUS
3342	987	8270	0	2143	5017	1	857	AUGUSTUS
3343	987	8271	0	9486	13890	1	1256	AUGUSTUS
3344	988	8272	0	1	1267	1	402	AUGUSTUS
3345	988	8273	0	1317	2447	1	325	AUGUSTUS
3346	988	8274	0	3498	4497	1	246	AUGUSTUS
3347	989	8275	1	2	735	1	171	AUGUSTUS
3348	990	8276	0	1	727	1	121	AUGUSTUS
3349	990	8277	0	1004	1957	1	186	AUGUSTUS
3350	991	8278	1	2	2598	1	791	AUGUSTUS
3351	991	8279	1	3306	6728	1	875	AUGUSTUS
3352	992	8280	1	1	6146	1	996	AUGUSTUS
3353	993	8281	1	2	3551	1	966	AUGUSTUS
3354	993	8282	0	5292	9177	1	1128	AUGUSTUS
3355	994	8283	1	1	6031	1	1434	AUGUSTUS
3356	996	8284	1	7126	14157	1	1201	AUGUSTUS
3357	996	8285	1	15066	16252	1	257	AUGUSTUS
3358	996	8286	1	16886	29613	1	2318	AUGUSTUS
3359	996	8287	1	31216	34095	1	609	AUGUSTUS
3360	997	8288	1	2	6795	1	486	AUGUSTUS
3361	997	8289	0	7570	8167	1	139	AUGUSTUS
3362	998	8290	1	2926	5267	1	420	AUGUSTUS
3363	998	8291	1	5846	7502	1	355	AUGUSTUS
3364	998	8292	1	7996	9745	1	109	AUGUSTUS
3365	999	8293	1	3	3197	1	553	AUGUSTUS
3366	1000	8294	1	1	3654	1	583	AUGUSTUS
3367	1000	8295	0	3667	4747	1	117	AUGUSTUS
3368	1001	8296	1	616	16154	1	2200	AUGUSTUS
3369	1001	8297	0	16366	21457	1	1040	AUGUSTUS
3370	1001	8298	1	23076	25774	1	374	AUGUSTUS
3371	1002	8299	1	1	7311	1	411	AUGUSTUS
3372	1003	8300	1	2	1901	1	483	AUGUSTUS
3373	1003	8301	1	4426	10798	1	1665	AUGUSTUS
3374	1004	8302	1	3	4812	1	997	AUGUSTUS
3375	1005	8303	0	6795	10347	1	625	AUGUSTUS
3376	1008	8304	1	1	4938	1	704	AUGUSTUS
3377	1009	8305	0	1	3447	1	302	AUGUSTUS
3378	1009	8306	1	4956	14174	1	1783	AUGUSTUS
3379	1009	8307	0	14927	19160	1	823	AUGUSTUS
3380	1010	8308	0	1	3997	1	1233	AUGUSTUS
3381	1011	8309	0	330	1477	1	235	AUGUSTUS
3382	1011	8310	0	5462	10407	1	1473	AUGUSTUS
3383	1011	8311	0	10557	12227	1	273	AUGUSTUS
3384	1013	8312	1	1	5575	1	1572	AUGUSTUS
3385	1014	8313	1	2056	5448	1	884	AUGUSTUS
3386	1015	8314	1	2	1278	1	356	AUGUSTUS
3387	1017	8315	1	1	6389	1	1662	AUGUSTUS
3388	1017	8316	1	9486	10362	1	283	AUGUSTUS
3389	1018	8317	1	923	2029	1	288	AUGUSTUS
3390	1018	8318	1	2116	7231	1	1551	AUGUSTUS
3391	1019	8319	1	4956	10025	1	1390	AUGUSTUS
3392	1019	8320	0	10400	14957	1	119	AUGUSTUS
3393	1019	8321	1	15566	16225	1	196	AUGUSTUS
3394	1020	8322	0	1	6903	1	257	AUGUSTUS
3395	1021	8323	0	1	887	1	238	AUGUSTUS
3396	1021	8324	0	957	1827	1	158	AUGUSTUS
3397	1021	8325	0	1877	2557	1	115	AUGUSTUS
3398	1021	8326	1	3676	12200	1	1141	AUGUSTUS
3399	1021	8327	1	16246	20946	1	1302	AUGUSTUS
3400	1021	8328	1	21106	23694	1	837	AUGUSTUS
3401	1022	8329	0	2642	12927	1	1605	AUGUSTUS
3402	1022	8330	0	14485	21677	1	1165	AUGUSTUS
3403	1023	8331	0	3008	5307	1	582	AUGUSTUS
3404	1023	8332	1	7496	15152	1	1246	AUGUSTUS
3405	1023	8333	0	16152	19737	1	1035	AUGUSTUS
3406	1023	8334	0	20249	26407	1	1036	AUGUSTUS
3407	1023	8335	0	26956	29777	1	352	AUGUSTUS
3408	1023	8336	1	31006	41004	1	941	AUGUSTUS
3409	1024	8337	0	1	4957	1	130	AUGUSTUS
3410	1025	8338	0	1342	3667	1	713	AUGUSTUS
3411	1026	8339	0	1	2090	1	580	AUGUSTUS
3412	1027	8340	0	1	3127	1	127	AUGUSTUS
3413	1028	8341	1	1	4152	1	1045	AUGUSTUS
3414	1029	8342	1	3215	4072	1	209	AUGUSTUS
3415	1030	8343	0	706	3727	1	421	AUGUSTUS
3416	1030	8344	1	5376	16112	1	2467	AUGUSTUS
3417	1031	8345	1	1	7978	1	1074	AUGUSTUS
3418	1031	8346	0	7994	12797	1	307	AUGUSTUS
3419	1032	8347	1	1	2851	1	177	AUGUSTUS
3420	1032	8348	1	4236	5954	1	295	AUGUSTUS
3421	1032	8349	1	6046	9883	1	1100	AUGUSTUS
3422	1032	8350	1	9936	10886	1	240	AUGUSTUS
3423	1033	8351	1	2	1102	1	286	AUGUSTUS
3424	1033	8352	1	1266	3518	1	739	AUGUSTUS
3425	1034	8353	1	1126	2465	1	348	AUGUSTUS
3426	1034	8354	0	3412	5320	1	424	AUGUSTUS
3427	1035	8355	0	1880	4337	1	719	AUGUSTUS
3428	1035	8356	0	4472	5307	1	125	AUGUSTUS
3429	1036	8357	0	400	3721	1	1037	AUGUSTUS
3430	1037	8358	1	2	2552	1	816	AUGUSTUS
3431	1037	8359	1	4436	8331	1	913	AUGUSTUS
3432	1038	8360	0	1	5847	1	1572	AUGUSTUS
3433	1039	8361	0	3238	11077	1	1862	AUGUSTUS
3434	1040	8362	1	1616	5646	1	1312	AUGUSTUS
3435	1041	8363	1	2	5552	1	1257	AUGUSTUS
3436	1041	8364	1	10926	13697	1	310	AUGUSTUS
3437	1041	8365	1	13836	16831	1	649	AUGUSTUS
3438	1042	8366	0	1	3967	1	917	AUGUSTUS
3439	1042	8367	1	5426	9663	1	1116	AUGUSTUS
3440	1043	8368	0	1	4822	1	1259	AUGUSTUS
3441	1044	8369	0	1	5328	1	1087	AUGUSTUS
3442	1045	8370	0	779	3567	1	718	AUGUSTUS
3443	1045	8371	0	3698	5017	1	197	AUGUSTUS
3444	1046	8372	0	1	1587	1	152	AUGUSTUS
3445	1046	8373	0	3764	8367	1	989	AUGUSTUS
3446	1047	8374	0	593	3167	1	535	AUGUSTUS
3447	1048	8375	0	3136	4657	1	107	AUGUSTUS
3448	1048	8376	0	5939	14207	1	912	AUGUSTUS
3449	1049	8377	0	1	4587	1	477	AUGUSTUS
3450	1049	8378	1	4686	9489	1	1038	AUGUSTUS
3451	1049	8379	1	9576	14681	1	329	AUGUSTUS
3452	1050	8380	0	1	3458	1	1015	AUGUSTUS
3453	1051	8381	1	496	3523	1	991	AUGUSTUS
3454	1052	8382	0	4162	4954	1	140	AUGUSTUS
3455	1055	8383	1	2	3161	1	684	AUGUSTUS
3456	1056	8384	0	3028	3817	1	213	AUGUSTUS
3457	1057	8385	1	4326	5184	1	117	AUGUSTUS
3458	1058	8386	0	1	2987	1	898	AUGUSTUS
3459	1059	8387	1	126	2303	1	296	AUGUSTUS
3460	1059	8388	1	2416	7463	1	1590	AUGUSTUS
3461	1060	8389	0	1337	4217	1	754	AUGUSTUS
3462	1060	8390	0	4356	6057	1	203	AUGUSTUS
3463	1061	8391	0	1	2457	1	669	AUGUSTUS
3464	1062	8392	1	2	2669	1	381	AUGUSTUS
3465	1064	8393	0	4588	7377	1	132	AUGUSTUS
3466	1065	8394	0	1	2787	1	666	AUGUSTUS
3467	1065	8395	0	2838	5147	1	165	AUGUSTUS
3468	1066	8396	1	516	1290	1	128	AUGUSTUS
3469	1066	8397	0	2203	5511	1	578	AUGUSTUS
3470	1067	8398	0	1732	2647	1	165	AUGUSTUS
3471	1067	8399	1	4836	6522	1	360	AUGUSTUS
3472	1068	8400	0	2023	2747	1	137	AUGUSTUS
3473	1068	8401	0	3576	7027	1	204	AUGUSTUS
3474	1068	8402	1	8996	12353	1	548	AUGUSTUS
3475	1068	8403	0	17030	18707	1	104	AUGUSTUS
3476	1069	8404	1	18	3120	1	707	AUGUSTUS
3477	1069	8405	1	10596	16551	1	555	AUGUSTUS
3478	1070	8406	0	1	1537	1	265	AUGUSTUS
3479	1071	8407	1	616	3061	1	383	AUGUSTUS
3480	1072	8408	0	1	5140	1	974	AUGUSTUS
3481	1073	8409	0	972	2667	1	121	AUGUSTUS
3482	1073	8410	0	2871	5717	1	813	AUGUSTUS
3483	1074	8411	0	1	2197	1	615	AUGUSTUS
3484	1075	8412	0	1	1517	1	105	AUGUSTUS
3485	1075	8413	0	2467	9897	1	1845	AUGUSTUS
3486	1076	8414	0	1	3397	1	549	AUGUSTUS
3487	1076	8415	0	4699	7357	1	824	AUGUSTUS
3488	1077	8416	0	1888	3727	1	141	AUGUSTUS
3489	1077	8417	0	3979	4677	1	127	AUGUSTUS
3490	1077	8418	0	4727	6167	1	263	AUGUSTUS
3491	1078	8419	0	1	2077	1	670	AUGUSTUS
3492	1079	8420	1	2386	7114	1	1052	AUGUSTUS
3493	1079	8421	1	8406	16071	1	1075	AUGUSTUS
3494	1080	8422	1	656	3640	1	333	AUGUSTUS
3495	1081	8423	0	4523	6330	1	539	AUGUSTUS
3496	1082	8424	0	1	4471	1	1354	AUGUSTUS
3497	1083	8425	1	2025	5824	1	517	AUGUSTUS
3498	1083	8426	0	8697	12627	1	1026	AUGUSTUS
3499	1084	8427	0	1	3956	1	1209	AUGUSTUS
3500	1085	8428	1	226	3802	1	1118	AUGUSTUS
3501	1086	8429	1	145	4283	1	1333	AUGUSTUS
3502	1087	8430	1	45	4759	1	931	AUGUSTUS
3503	1090	8431	1	2	9270	1	1130	AUGUSTUS
3504	1090	8432	1	9376	11357	1	319	AUGUSTUS
3505	1091	8433	0	1	1487	1	191	AUGUSTUS
3506	1092	8434	0	1	7037	1	352	AUGUSTUS
3507	1092	8435	0	8788	13377	1	1078	AUGUSTUS
3508	1092	8436	0	13451	15337	1	307	AUGUSTUS
3509	1092	8437	1	17116	33503	1	2639	AUGUSTUS
3510	1092	8438	1	33646	34279	1	129	AUGUSTUS
3511	1092	8439	0	34380	38587	1	380	AUGUSTUS
3512	1092	8440	0	41215	46127	1	170	AUGUSTUS
3513	1093	8441	1	106	6544	1	1839	AUGUSTUS
3514	1094	8442	0	1	1237	1	142	AUGUSTUS
3515	1094	8443	0	1457	6487	1	1278	AUGUSTUS
3516	1095	8444	1	1	5534	1	601	AUGUSTUS
3517	1096	8445	0	1763	5697	1	924	AUGUSTUS
3518	1096	8446	0	5887	9195	1	810	AUGUSTUS
3519	1097	8447	0	1	1387	1	245	AUGUSTUS
3520	1097	8448	1	2286	8664	1	598	AUGUSTUS
3521	1098	8449	0	1	2237	1	218	AUGUSTUS
3522	1098	8450	1	2566	8561	1	714	AUGUSTUS
3523	1098	8451	0	8655	9167	1	103	AUGUSTUS
3524	1098	8452	1	13546	15371	1	338	AUGUSTUS
3525	1101	8453	0	1	4117	1	460	AUGUSTUS
3526	1102	8454	0	1	7047	1	1731	AUGUSTUS
3527	1102	8455	0	7147	10547	1	908	AUGUSTUS
3528	1102	8456	0	11438	18267	1	1938	AUGUSTUS
3529	1103	8457	0	263	3847	1	844	AUGUSTUS
3530	1104	8458	1	4	8502	1	1404	AUGUSTUS
3531	1105	8459	0	4979	13997	1	882	AUGUSTUS
3532	1106	8460	0	4345	6367	1	109	AUGUSTUS
3533	1107	8461	0	1	3047	1	509	AUGUSTUS
3534	1107	8462	1	5706	14480	1	1897	AUGUSTUS
3535	1108	8463	1	1	9467	1	1254	AUGUSTUS
3536	1108	8464	0	11248	14757	1	137	AUGUSTUS
3537	1109	8465	0	1322	3137	1	225	AUGUSTUS
3538	1109	8466	1	7856	12517	1	1334	AUGUSTUS
3539	1110	8467	1	416	1389	1	167	AUGUSTUS
3540	1111	8468	1	3416	6076	1	657	AUGUSTUS
3541	1111	8469	0	8044	9907	1	274	AUGUSTUS
3542	1111	8470	1	11276	12684	1	278	AUGUSTUS
3543	1111	8471	1	13376	15503	1	312	AUGUSTUS
3544	1112	8472	1	1	4065	1	787	AUGUSTUS
3545	1114	8473	0	1	3427	1	1061	AUGUSTUS
3546	1114	8474	0	3594	5097	1	320	AUGUSTUS
3547	1114	8475	1	12866	17851	1	347	AUGUSTUS
3548	1115	8476	1	1516	7318	1	736	AUGUSTUS
3549	1115	8477	0	11299	13177	1	272	AUGUSTUS
3550	1115	8478	0	14471	16317	1	275	AUGUSTUS
3551	1116	8479	1	1	5549	1	1581	AUGUSTUS
3552	1117	8480	0	1795	5377	1	1058	AUGUSTUS
3553	1117	8481	1	6246	7156	1	169	AUGUSTUS
3554	1118	8482	1	1	2883	1	175	AUGUSTUS
3555	1118	8483	0	3763	4637	1	174	AUGUSTUS
3556	1118	8484	1	6486	10013	1	144	AUGUSTUS
3557	1118	8485	1	11166	12870	1	499	AUGUSTUS
3558	1119	8486	0	1	3087	1	989	AUGUSTUS
3559	1119	8487	0	3168	4310	1	301	AUGUSTUS
3560	1120	8488	0	1	947	1	103	AUGUSTUS
3561	1120	8489	0	1133	2017	1	242	AUGUSTUS
3562	1121	8490	1	1	2455	1	117	AUGUSTUS
3563	1121	8491	1	3896	5436	1	323	AUGUSTUS
3564	1121	8492	1	5656	6400	1	239	AUGUSTUS
3565	1122	8493	1	2	3491	1	1012	AUGUSTUS
3566	1122	8494	0	5052	8177	1	842	AUGUSTUS
3567	1123	8495	1	3696	7108	1	610	AUGUSTUS
3568	1124	8496	1	22	1779	1	490	AUGUSTUS
3569	1124	8497	1	3566	8798	1	959	AUGUSTUS
3570	1125	8498	1	149	2597	1	525	AUGUSTUS
3571	1125	8499	1	3126	6418	1	782	AUGUSTUS
3572	1126	8500	1	26	5292	1	1252	AUGUSTUS
3573	1127	8501	0	509	1507	1	102	AUGUSTUS
3574	1127	8502	1	4536	6675	1	451	AUGUSTUS
3575	1127	8503	0	8266	14797	1	1308	AUGUSTUS
3576	1128	8504	0	1246	4407	1	504	AUGUSTUS
3577	1128	8505	0	4996	12947	1	481	AUGUSTUS
3578	1128	8506	1	15726	18789	1	644	AUGUSTUS
3579	1128	8507	0	19488	23087	1	476	AUGUSTUS
3580	1128	8508	1	23626	30369	1	1622	AUGUSTUS
3581	1129	8509	1	2726	3581	1	123	AUGUSTUS
3582	1130	8510	1	566	4666	1	1292	AUGUSTUS
3583	1131	8511	0	773	2967	1	622	AUGUSTUS
3584	1132	8512	0	4386	10167	1	552	AUGUSTUS
3585	1132	8513	1	13076	15604	1	749	AUGUSTUS
3586	1133	8514	0	1	3027	1	774	AUGUSTUS
3587	1134	8515	1	2	1521	1	423	AUGUSTUS
3588	1135	8516	1	196	7033	1	1145	AUGUSTUS
3589	1136	8517	1	1	4086	1	423	AUGUSTUS
3590	1136	8518	1	4156	11510	1	692	AUGUSTUS
3591	1136	8519	0	12925	17347	1	183	AUGUSTUS
3592	1136	8520	1	17676	18795	1	240	AUGUSTUS
3593	1137	8521	1	2	3507	1	962	AUGUSTUS
3594	1138	8522	0	2176	4447	1	486	AUGUSTUS
3595	1138	8523	0	4507	7167	1	789	AUGUSTUS
3596	1138	8524	0	7307	8147	1	143	AUGUSTUS
3597	1138	8525	1	9266	10637	1	152	AUGUSTUS
3598	1139	8526	1	3376	11162	1	1155	AUGUSTUS
3599	1140	8527	0	2139	2783	1	207	AUGUSTUS
3600	1142	8528	0	5538	8817	1	214	AUGUSTUS
3601	1142	8529	0	9616	13767	1	123	AUGUSTUS
3602	1142	8530	1	15766	18722	1	261	AUGUSTUS
3603	1142	8531	0	20434	27767	1	1815	AUGUSTUS
3604	1143	8532	0	703	1307	1	111	AUGUSTUS
3605	1143	8533	0	4847	7307	1	561	AUGUSTUS
3606	1143	8534	1	7936	8819	1	185	AUGUSTUS
3607	1143	8535	0	8882	12157	1	137	AUGUSTUS
3608	1144	8536	0	1059	3407	1	629	AUGUSTUS
3609	1145	8537	1	1106	2329	1	214	AUGUSTUS
3610	1145	8538	1	2426	4282	1	386	AUGUSTUS
3611	1145	8539	1	4496	10015	1	1082	AUGUSTUS
3612	1145	8540	0	16646	27267	1	1031	AUGUSTUS
3613	1145	8541	1	35086	35678	1	125	AUGUSTUS
3614	1145	8542	0	37086	38763	1	471	AUGUSTUS
3615	1146	8543	0	1	3637	1	773	AUGUSTUS
3616	1146	8544	0	4547	5316	1	181	AUGUSTUS
3617	1147	8545	0	1	1037	1	213	AUGUSTUS
3618	1147	8546	0	2045	4013	1	603	AUGUSTUS
3619	1148	8547	0	2076	6577	1	974	AUGUSTUS
3620	1148	8548	0	6798	7727	1	181	AUGUSTUS
3621	1148	8549	0	11370	12487	1	222	AUGUSTUS
3622	1148	8550	1	13746	17402	1	615	AUGUSTUS
3623	1149	8551	0	941	2337	1	361	AUGUSTUS
3624	1150	8552	1	2	2741	1	855	AUGUSTUS
3625	1151	8553	1	2	1419	1	398	AUGUSTUS
3626	1152	8554	1	3	739	1	142	AUGUSTUS
3627	1153	8555	0	1	1947	1	538	AUGUSTUS
3628	1154	8556	0	1875	6477	1	1057	AUGUSTUS
3629	1154	8557	0	7104	11437	1	197	AUGUSTUS
3630	1155	8558	0	617	2257	1	328	AUGUSTUS
3631	1156	8559	0	730	3377	1	780	AUGUSTUS
3632	1157	8560	0	1	4497	1	211	AUGUSTUS
3633	1157	8561	0	4654	7287	1	780	AUGUSTUS
3634	1157	8562	0	8499	12407	1	1135	AUGUSTUS
3635	1157	8563	0	13536	15157	1	407	AUGUSTUS
3636	1158	8564	1	20	4122	1	237	AUGUSTUS
3637	1159	8565	1	1	3184	1	955	AUGUSTUS
3638	1160	8566	0	1	3377	1	1023	AUGUSTUS
3639	1160	8567	0	3433	6847	1	868	AUGUSTUS
3640	1161	8568	1	41	6177	1	992	AUGUSTUS
3641	1162	8569	0	1	3905	1	1172	AUGUSTUS
3642	1163	8570	0	4078	7687	1	930	AUGUSTUS
3643	1164	8571	0	3760	7277	1	885	AUGUSTUS
3644	1164	8572	0	7993	10517	1	735	AUGUSTUS
3645	1165	8573	1	1	1658	1	250	AUGUSTUS
3646	1166	8574	1	1035	3772	1	635	AUGUSTUS
3647	1166	8575	1	3826	5670	1	411	AUGUSTUS
3648	1167	8576	1	1	9833	1	495	AUGUSTUS
3649	1168	8577	0	1	5467	1	138	AUGUSTUS
3650	1168	8578	1	6896	8987	1	370	AUGUSTUS
3651	1168	8579	1	12356	14771	1	479	AUGUSTUS
3652	1169	8580	0	1180	7447	1	1452	AUGUSTUS
3653	1170	8581	1	92	13189	1	2019	AUGUSTUS
3654	1171	8582	1	1	2981	1	302	AUGUSTUS
3655	1171	8583	1	5936	9087	1	154	AUGUSTUS
3656	1172	8584	1	2447	6289	1	925	AUGUSTUS
3657	1173	8585	1	7496	17972	1	2192	AUGUSTUS
3658	1174	8586	1	4176	4801	1	182	AUGUSTUS
3659	1174	8587	0	5429	6798	1	421	AUGUSTUS
3660	1175	8588	1	105	7907	1	836	AUGUSTUS
3661	1175	8589	1	9136	16609	1	1289	AUGUSTUS
3662	1176	8590	0	289	1267	1	138	AUGUSTUS
3663	1176	8591	0	5774	7967	1	230	AUGUSTUS
3664	1177	8592	0	1	2027	1	300	AUGUSTUS
3665	1177	8593	1	2646	7612	1	686	AUGUSTUS
3666	1178	8594	0	1	3863	1	926	AUGUSTUS
3667	1179	8595	0	1	4227	1	805	AUGUSTUS
3668	1179	8596	0	4287	6087	1	139	AUGUSTUS
3669	1179	8597	0	8236	11597	1	867	AUGUSTUS
3670	1179	8598	0	11802	13767	1	244	AUGUSTUS
3671	1180	8599	0	495	3987	1	1017	AUGUSTUS
3672	1180	8600	0	5067	9857	1	1133	AUGUSTUS
3673	1181	8601	0	1	3017	1	927	AUGUSTUS
3674	1181	8602	0	3077	4887	1	138	AUGUSTUS
3675	1181	8603	1	5096	8160	1	299	AUGUSTUS
3676	1182	8604	1	2	3173	1	861	AUGUSTUS
3677	1182	8605	0	7797	10857	1	181	AUGUSTUS
3678	1183	8606	1	216	6729	1	1789	AUGUSTUS
3679	1183	8607	1	8696	14672	1	1731	AUGUSTUS
3680	1184	8608	1	2796	4067	1	356	AUGUSTUS
3681	1185	8609	1	2	524	1	121	AUGUSTUS
3682	1185	8610	1	626	1612	1	190	AUGUSTUS
3683	1185	8611	1	2546	5947	1	942	AUGUSTUS
3684	1186	8612	1	2926	5015	1	189	AUGUSTUS
3685	1187	8613	1	2	2952	1	903	AUGUSTUS
3686	1188	8614	0	4778	8087	1	191	AUGUSTUS
3687	1188	8615	0	8616	12157	1	1063	AUGUSTUS
3688	1189	8616	1	846	4606	1	1073	AUGUSTUS
3689	1190	8617	1	2	4083	1	1182	AUGUSTUS
3690	1190	8618	0	9067	10397	1	230	AUGUSTUS
3691	1191	8619	0	1	3347	1	977	AUGUSTUS
3692	1191	8620	0	3800	10375	1	1744	AUGUSTUS
3693	1192	8621	1	457	4294	1	1132	AUGUSTUS
3694	1192	8622	1	4686	8240	1	966	AUGUSTUS
3695	1192	8623	0	11338	14667	1	363	AUGUSTUS
3696	1193	8624	1	2034	3555	1	389	AUGUSTUS
3697	1193	8625	0	3942	6497	1	304	AUGUSTUS
3698	1193	8626	1	15326	17185	1	119	AUGUSTUS
3699	1193	8627	1	22406	26594	1	809	AUGUSTUS
3700	1193	8628	0	26986	28057	1	114	AUGUSTUS
3701	1195	8629	0	1	2127	1	654	AUGUSTUS
3702	1195	8630	0	2657	5057	1	642	AUGUSTUS
3703	1196	8631	1	1	3496	1	163	AUGUSTUS
3704	1196	8632	1	3756	12508	1	621	AUGUSTUS
3705	1197	8633	0	1	2217	1	205	AUGUSTUS
3706	1197	8634	1	4756	8324	1	868	AUGUSTUS
3707	1197	8635	1	8446	11747	1	795	AUGUSTUS
3708	1197	8636	0	11753	13147	1	131	AUGUSTUS
3709	1197	8637	1	13796	24073	1	1584	AUGUSTUS
3710	1198	8638	0	1	557	1	163	AUGUSTUS
3711	1198	8639	0	1526	7634	1	1803	AUGUSTUS
3712	1199	8640	1	2	3207	1	315	AUGUSTUS
3713	1199	8641	1	3266	10478	1	389	AUGUSTUS
3714	1199	8642	1	10806	18791	1	1937	AUGUSTUS
3715	1201	8643	1	2	1584	1	492	AUGUSTUS
3716	1201	8644	1	3146	4431	1	170	AUGUSTUS
3717	1201	8645	0	5809	7067	1	230	AUGUSTUS
3718	1201	8646	0	7537	8207	1	173	AUGUSTUS
3719	1201	8647	0	8335	9487	1	289	AUGUSTUS
3720	1201	8648	0	11145	33397	1	4586	AUGUSTUS
3721	1202	8649	1	1	5363	1	1208	AUGUSTUS
3722	1202	8650	0	8590	13187	1	1369	AUGUSTUS
3723	1203	8651	1	907	1533	1	114	AUGUSTUS
3724	1203	8652	0	1547	3107	1	299	AUGUSTUS
3725	1203	8653	1	3636	5710	1	441	AUGUSTUS
3726	1204	8654	0	1	1717	1	416	AUGUSTUS
3727	1204	8655	0	1773	4227	1	479	AUGUSTUS
3728	1205	8656	1	1506	4283	1	115	AUGUSTUS
3729	1205	8657	0	6139	15767	1	244	AUGUSTUS
3730	1206	8658	0	3795	5227	1	109	AUGUSTUS
3731	1206	8659	1	5846	16676	1	1972	AUGUSTUS
3732	1206	8660	1	17876	19417	1	256	AUGUSTUS
3733	1206	8661	1	19526	21965	1	602	AUGUSTUS
3734	1206	8662	1	22466	30100	1	1548	AUGUSTUS
3735	1207	8663	1	1146	3962	1	828	AUGUSTUS
3736	1208	8664	0	1	607	1	148	AUGUSTUS
3737	1208	8665	0	954	5547	1	341	AUGUSTUS
3738	1208	8666	0	7912	9087	1	282	AUGUSTUS
3739	1209	8667	1	1856	4653	1	463	AUGUSTUS
3740	1210	8668	0	848	5607	1	219	AUGUSTUS
3741	1211	8669	1	2616	7550	1	823	AUGUSTUS
3742	1211	8670	0	9196	13827	1	943	AUGUSTUS
3743	1211	8671	0	14973	23127	1	1256	AUGUSTUS
3744	1211	8672	1	24466	25225	1	104	AUGUSTUS
3745	1211	8673	1	25456	29670	1	934	AUGUSTUS
3746	1211	8674	0	30535	33847	1	215	AUGUSTUS
3747	1211	8675	1	34956	39196	1	245	AUGUSTUS
3748	1212	8676	1	2	2411	1	719	AUGUSTUS
3749	1214	8677	1	20	653	1	119	AUGUSTUS
3750	1214	8678	1	706	3994	1	1045	AUGUSTUS
3751	1215	8679	0	581	5537	1	1252	AUGUSTUS
3752	1215	8680	0	5697	6537	1	138	AUGUSTUS
3753	1216	8681	1	6496	9825	1	346	AUGUSTUS
3754	1216	8682	0	9827	10457	1	109	AUGUSTUS
3755	1217	8683	0	1	9415	1	1765	AUGUSTUS
3756	1218	8684	1	2	4671	1	1420	AUGUSTUS
3757	1218	8685	0	6177	8677	1	143	AUGUSTUS
3758	1220	8686	0	4283	7087	1	292	AUGUSTUS
3759	1221	8687	0	563	4777	1	976	AUGUSTUS
3760	1222	8688	1	1	1924	1	382	AUGUSTUS
3761	1222	8689	1	2046	4040	1	563	AUGUSTUS
3762	1222	8690	1	4576	6224	1	465	AUGUSTUS
3763	1223	8691	1	1	2556	1	584	AUGUSTUS
3764	1224	8692	0	1	5497	1	1562	AUGUSTUS
3765	1224	8693	1	6286	7285	1	195	AUGUSTUS
3766	1226	8694	1	385	2817	1	362	AUGUSTUS
3767	1227	8695	0	1	3197	1	452	AUGUSTUS
3768	1227	8696	0	3418	5169	1	159	AUGUSTUS
3769	1228	8697	1	1	3862	1	1126	AUGUSTUS
3770	1229	8698	1	1	3889	1	1045	AUGUSTUS
3771	1231	8699	1	1	4631	1	1120	AUGUSTUS
3772	1232	8700	1	194	2205	1	543	AUGUSTUS
3773	1233	8701	0	283	2997	1	716	AUGUSTUS
3774	1233	8702	0	3780	5187	1	114	AUGUSTUS
3775	1233	8703	0	6143	10697	1	388	AUGUSTUS
3776	1233	8704	1	10946	12548	1	353	AUGUSTUS
3777	1233	8705	0	12570	13987	1	114	AUGUSTUS
3778	1234	8706	0	1	5647	1	1467	AUGUSTUS
3779	1234	8707	1	5746	6397	1	182	AUGUSTUS
3780	1234	8708	1	6886	11626	1	871	AUGUSTUS
